Customer_ID,First_Name,Last_Name,Gender,Age,Birth_Date,Marital_Status,Occupation,Location,Income_Bracket,Abandoned Cart,Wishlist Items,Customer_Lifetime_Value
CUST4212,Adikara,Pratama,Male,36,1988-09-10,Single,"Conservator, museum/gallery",Padang Sidempuan,Low Income,"['PROD0833', 'PROD0718']","['PROD0831', 'PROD0928', 'PROD0176', 'PROD1038', 'PROD0138', 'PROD0058']",907923
CUST4213,Jatmiko,Hutasoit,Male,50,1975-04-15,Married,Hospital doctor,Bau-Bau,Middle Income,"['PROD0481', 'PROD0293', 'PROD0497']","['PROD1057', 'PROD0758']",4277708
CUST4214,Saadat,Suryono,Male,54,1971-02-22,Married,Materials engineer,Metro,Middle Income,"['PROD0103', 'PROD0584', 'PROD0335']","['PROD0031', 'PROD0831', 'PROD0071', 'PROD0086', 'PROD0356']",2098458
CUST4215,Kani,Nuraini,Female,24,2001-04-22,Married,Production manager,Sabang,Low Income,"['PROD0954', 'PROD0178', 'PROD0762']","['PROD0932', 'PROD0531', 'PROD0591', 'PROD0571']",650127
CUST4216,Rafid,Tarihoran,Male,48,1977-02-19,Married,Health physicist,Palembang,Low Income,"['PROD1024', 'PROD0936', 'PROD0013']","['PROD0100', 'PROD0189', 'PROD0909', 'PROD0107']",731496
CUST4217,Rosman,Napitupulu,Male,19,2006-03-22,Single,Plant breeder/geneticist,Ambon,Middle Income,"['PROD0829', 'PROD0776', 'PROD0761', 'PROD0807']","['PROD0367', 'PROD0497', 'PROD0967', 'PROD0212', 'PROD0418', 'PROD0997']",1582971
CUST4218,Bahuwirya,Marpaung,Male,31,1994-07-03,Single,Museum education officer,Mojokerto,Low Income,"['PROD0669', 'PROD0745', 'PROD0878', 'PROD1046']","['PROD0784', 'PROD0553', 'PROD0904', 'PROD0525', 'PROD0911', 'PROD0535', 'PROD0480']",517908
CUST4219,Garan,Siregar,Male,23,2001-09-17,Married,Biomedical scientist,Metro,Low Income,"['PROD0019', 'PROD0040', 'PROD0787', 'PROD0393']","['PROD0768', 'PROD0200', 'PROD0394', 'PROD0879', 'PROD0765', 'PROD0264']",218813
CUST4220,Hani,Lestari,Female,21,2004-03-20,Married,Physiotherapist,Jayapura,Middle Income,['PROD0057'],"['PROD0620', 'PROD0709', 'PROD0771', 'PROD0974', 'PROD1029']",3630886
CUST4221,Kamila,Prastuti,Female,37,1988-02-14,Married,Chief of Staff,Mojokerto,Middle Income,"['PROD1003', 'PROD0663', 'PROD0572']","['PROD0671', 'PROD0344']",3263662
CUST4222,Paris,Widiastuti,Female,28,1996-11-17,Single,"Accountant, chartered public finance",Kotamobagu,Low Income,['PROD0150'],"['PROD0534', 'PROD0001', 'PROD0298', 'PROD0945', 'PROD0237', 'PROD0313', 'PROD0424']",415989
CUST4223,Nurul,Yulianti,Female,37,1988-03-17,Single,"Production assistant, radio",Yogyakarta,Middle Income,"['PROD1020', 'PROD0552']","['PROD0779', 'PROD0032', 'PROD0505']",5026914
CUST4224,Zulfa,Suartini,Female,39,1986-05-09,Married,Jewellery designer,Cimahi,Middle Income,"['PROD0842', 'PROD0706', 'PROD0653', 'PROD0760']","['PROD0467', 'PROD0771']",4546158
CUST4225,Harjo,Pangestu,Male,43,1981-12-21,Married,"Accountant, chartered certified",Madiun,Middle Income,"['PROD0736', 'PROD0242', 'PROD0025']","['PROD0794', 'PROD0715']",1233507
CUST4226,Jagaraga,Waskita,Male,27,1998-06-24,Single,Clinical molecular geneticist,Pekalongan,Middle Income,"['PROD0204', 'PROD0900', 'PROD0356']","['PROD0864', 'PROD0878', 'PROD0991']",5628695
CUST4227,Widya,Winarsih,Female,34,1990-10-11,Single,Fitness centre manager,Bukittinggi,Middle Income,"['PROD0875', 'PROD0247', 'PROD0574', 'PROD0877']","['PROD0675', 'PROD0505', 'PROD1010', 'PROD0764', 'PROD0704', 'PROD0111']",2295326
CUST4228,Rudi,Gunawan,Male,57,1967-09-06,Married,Chemical engineer,Magelang,Low Income,['PROD0320'],"['PROD0869', 'PROD0841', 'PROD0288', 'PROD0928', 'PROD1027', 'PROD0873', 'PROD1046']",841817
CUST4229,Chelsea,Puspasari,Female,21,2003-10-31,Married,Proofreader,Mojokerto,Middle Income,"['PROD0353', 'PROD0816', 'PROD0183']","['PROD0131', 'PROD0762', 'PROD0894']",1627024
CUST4230,Rina,Nurdiyanti,Female,17,2008-08-10,Single,Legal secretary,Padang,Middle Income,"['PROD0912', 'PROD0225']","['PROD0614', 'PROD0855']",5092700
CUST4231,Gamani,Saragih,Male,37,1987-09-12,Married,"Psychologist, occupational",Padangpanjang,Low Income,"['PROD0864', 'PROD0626', 'PROD0157']","['PROD1039', 'PROD0799']",876399
CUST4232,Ghaliyati,Nasyiah,Female,27,1998-06-17,Single,Magazine features editor,Meulaboh,Low Income,['PROD0173'],"['PROD0104', 'PROD1017', 'PROD0850', 'PROD0591']",648027
CUST4233,Oni,Wahyuni,Female,56,1968-12-13,Married,"Doctor, hospital",Balikpapan,Low Income,"['PROD0619', 'PROD0567', 'PROD0642', 'PROD0005']","['PROD0344', 'PROD0298', 'PROD0361', 'PROD0072', 'PROD0232']",857222
CUST4234,Prima,Situmorang,Male,18,2006-11-02,Single,Recycling officer,Tidore Kepulauan,Middle Income,"['PROD0171', 'PROD0002']","['PROD0921', 'PROD0715']",1840374
CUST4235,Daniswara,Nashiruddin,Male,60,1965-05-13,Married,Barista,Manado,Middle Income,"['PROD0440', 'PROD0141']","['PROD0801', 'PROD0655', 'PROD0746', 'PROD0589']",2215588
CUST4236,Najam,Winarno,Male,48,1977-07-15,Married,Garment/textile technologist,Bandung,Middle Income,"['PROD0812', 'PROD1052']","['PROD0489', 'PROD0550', 'PROD0496']",2552402
CUST4237,Kani,Palastri,Female,43,1982-05-10,Married,TEFL teacher,Kota Administrasi Jakarta Pusat,Low Income,"['PROD0099', 'PROD1037', 'PROD0947']","['PROD0265', 'PROD0696']",976679
CUST4238,Cinta,Nuraini,Female,19,2006-04-18,Married,Museum/gallery exhibitions officer,Bekasi,Middle Income,"['PROD0240', 'PROD0267']","['PROD0670', 'PROD0697', 'PROD0255', 'PROD0545', 'PROD0810', 'PROD0420']",2138740
CUST4239,Juli,Mardhiyah,Female,35,1989-09-14,Married,Archaeologist,Kotamobagu,Low Income,['PROD0424'],"['PROD0671', 'PROD0981', 'PROD0388', 'PROD0059']",592621
CUST4240,Harsaya,Waskita,Male,38,1987-01-20,Single,Health and safety adviser,Gorontalo,Middle Income,"['PROD0739', 'PROD1030']","['PROD0602', 'PROD0499', 'PROD0058', 'PROD0141', 'PROD0443', 'PROD0307']",3806543
CUST4241,Rahman,Maheswara,Male,41,1983-08-19,Married,"Conservation officer, nature",Jambi,Low Income,"['PROD0791', 'PROD1025', 'PROD0394', 'PROD0834']","['PROD0880', 'PROD0667', 'PROD0356', 'PROD0041', 'PROD0020']",526337
CUST4242,Balijan,Habibi,Male,38,1987-05-08,Single,"Lecturer, higher education",Bau-Bau,Middle Income,"['PROD0115', 'PROD0776']","['PROD0394', 'PROD0066']",5367214
CUST4243,Amalia,Laksita,Female,19,2005-10-16,Single,Contractor,Mojokerto,Middle Income,"['PROD0971', 'PROD0629', 'PROD0523']","['PROD0494', 'PROD0091', 'PROD0987', 'PROD0908', 'PROD0461', 'PROD0555']",5559977
CUST4244,Febi,Hartati,Female,59,1966-05-17,Single,Best boy,Blitar,Middle Income,"['PROD0311', 'PROD0257', 'PROD0215']","['PROD0734', 'PROD0250']",1708419
CUST4245,Tiara,Laksmiwati,Female,43,1982-05-21,Married,Water quality scientist,Pariaman,Low Income,"['PROD0202', 'PROD1020']","['PROD0260', 'PROD0073', 'PROD0702', 'PROD0105', 'PROD0588']",748515
CUST4246,Dewi,Padmasari,Female,43,1982-06-27,Married,Medical laboratory scientific officer,Sorong,Low Income,"['PROD0532', 'PROD0009']","['PROD0276', 'PROD0473']",377026
CUST4247,Rika,Hartati,Female,27,1997-08-15,Single,"Designer, furniture",Pariaman,Middle Income,['PROD0070'],"['PROD0790', 'PROD0857']",4028158
CUST4248,Ajeng,Usada,Female,22,2003-03-18,Married,Higher education careers adviser,Parepare,Low Income,"['PROD0329', 'PROD1056', 'PROD0663']","['PROD0227', 'PROD0894', 'PROD0272', 'PROD0545']",260955
CUST4249,Faizah,Susanti,Female,56,1969-06-16,Married,Ceramics designer,Pontianak,Middle Income,['PROD0840'],"['PROD0675', 'PROD0239', 'PROD1029', 'PROD0941', 'PROD0279']",1243180
CUST4250,Cahyono,Budiyanto,Male,23,2002-04-04,Single,"Nurse, adult",Bandung,Middle Income,"['PROD0176', 'PROD0652']","['PROD0679', 'PROD0470', 'PROD0806', 'PROD0039', 'PROD0326', 'PROD0489']",5715991
CUST4251,Devi,Kuswandari,Female,43,1982-05-15,Married,"Designer, ceramics/pottery",Kotamobagu,Middle Income,"['PROD0950', 'PROD0965']","['PROD0280', 'PROD0800', 'PROD0623', 'PROD0338']",2973039
CUST4252,Perkasa,Hutagalung,Male,37,1987-10-16,Married,Logistics and distribution manager,Tebingtinggi,Middle Income,['PROD0517'],"['PROD0303', 'PROD0325', 'PROD0596', 'PROD0341', 'PROD0506']",3870700
CUST4253,Nadia,Permata,Female,25,1999-09-24,Married,Research scientist (maths),Banjar,Middle Income,['PROD0155'],"['PROD0053', 'PROD1037', 'PROD0054', 'PROD1012']",2805359
CUST4254,Heryanto,Tarihoran,Male,48,1977-01-29,Married,"Research officer, trade union",Yogyakarta,Low Income,"['PROD1030', 'PROD0382', 'PROD1000']","['PROD0288', 'PROD0517', 'PROD0289', 'PROD0692', 'PROD0140', 'PROD0166', 'PROD0025']",541722
CUST4255,Hardi,Wacana,Male,56,1969-02-22,Married,Acupuncturist,Kota Administrasi Jakarta Utara,Low Income,"['PROD0039', 'PROD0141', 'PROD0248', 'PROD0406']","['PROD0825', 'PROD0307', 'PROD0435', 'PROD0765', 'PROD0367', 'PROD0288', 'PROD0343']",239809
CUST4256,Garan,Pradana,Male,49,1975-11-27,Married,"Scientist, research (maths)",Tanjungbalai,Low Income,"['PROD0434', 'PROD0879', 'PROD0654']","['PROD0288', 'PROD0803']",631699
CUST4257,Dalima,Oktaviani,Female,28,1997-02-28,Married,Music therapist,Bitung,Low Income,"['PROD0959', 'PROD1003']","['PROD0075', 'PROD0309', 'PROD0884', 'PROD0901', 'PROD0280']",484110
CUST4258,Wisnu,Ardianto,Male,49,1976-07-30,Married,Manufacturing systems engineer,Salatiga,Middle Income,"['PROD0418', 'PROD0159', 'PROD0326']","['PROD0744', 'PROD0745', 'PROD0942']",3509430
CUST4259,Faizah,Melani,Female,52,1972-12-05,Married,Retail banker,Langsa,Middle Income,['PROD0847'],"['PROD0179', 'PROD0908', 'PROD0772', 'PROD0566']",2829799
CUST4260,Mumpuni,Thamrin,Male,35,1989-12-06,Single,Financial planner,Sorong,Middle Income,['PROD0991'],"['PROD0669', 'PROD0551']",2141708
CUST4261,Dacin,Firgantoro,Male,42,1982-09-05,Married,"Engineer, control and instrumentation",Bitung,Middle Income,"['PROD0115', 'PROD0797', 'PROD0290']","['PROD0967', 'PROD0784', 'PROD0410', 'PROD0753', 'PROD0880', 'PROD0468']",1877274
CUST4262,Galih,Prasetya,Male,21,2004-04-14,Married,Landscape architect,Tomohon,Middle Income,"['PROD0293', 'PROD0745', 'PROD1050', 'PROD0151']","['PROD0617', 'PROD0596', 'PROD0100', 'PROD0818', 'PROD0804', 'PROD0687']",4214171
CUST4263,Dalima,Fujiati,Female,51,1974-03-11,Married,Meteorologist,Tangerang Selatan,Middle Income,"['PROD0726', 'PROD1009']","['PROD0308', 'PROD0723', 'PROD0130', 'PROD0092', 'PROD0087', 'PROD0751']",5475158
CUST4264,Sarah,Hassanah,Female,30,1994-09-05,Married,"Accountant, chartered certified",Purwokerto,Middle Income,"['PROD0463', 'PROD0142', 'PROD0705', 'PROD1059']","['PROD0814', 'PROD0937', 'PROD0012', 'PROD0184', 'PROD0827', 'PROD0958']",5669140
CUST4265,Maimunah,Hariyah,Female,34,1991-07-27,Single,Chemical engineer,Sawahlunto,High Income,"['PROD0608', 'PROD0574', 'PROD1017', 'PROD0363']","['PROD0137', 'PROD0474', 'PROD0131', 'PROD0621']",11361759
CUST4266,Endah,Oktaviani,Female,28,1997-04-09,Married,Financial adviser,Palangkaraya,Low Income,"['PROD0691', 'PROD0724', 'PROD0172', 'PROD0732']","['PROD0067', 'PROD0147', 'PROD0422', 'PROD0588', 'PROD0779', 'PROD0030']",866120
CUST4267,Lidya,Halimah,Female,57,1968-02-04,Married,Museum/gallery exhibitions officer,Mataram,Middle Income,['PROD0477'],"['PROD0982', 'PROD1009', 'PROD0648']",3307701
CUST4268,Ira,Handayani,Female,52,1973-08-06,Married,Insurance account manager,Batam,Middle Income,"['PROD0276', 'PROD0240', 'PROD0336', 'PROD0218']","['PROD0534', 'PROD0644', 'PROD0218']",2242942
CUST4269,Mutia,Farida,Female,60,1965-06-10,Married,Petroleum engineer,Kota Administrasi Jakarta Pusat,Low Income,['PROD0941'],"['PROD0273', 'PROD0754', 'PROD0934', 'PROD0457']",943962
CUST4270,Raharja,Sinaga,Male,30,1994-12-21,Married,Insurance account manager,Tasikmalaya,Middle Income,"['PROD0242', 'PROD1048', 'PROD0323']","['PROD0879', 'PROD0799', 'PROD0564', 'PROD0282', 'PROD0936']",1738951
CUST4271,Tirta,Tamba,Male,24,2000-12-07,Single,Product manager,Padang Sidempuan,Middle Income,"['PROD0593', 'PROD0084', 'PROD0553', 'PROD0435']","['PROD0212', 'PROD0860', 'PROD0967', 'PROD0903']",1223814
CUST4272,Diana,Mandasari,Female,42,1983-04-16,Married,Chief of Staff,Pagaralam,Low Income,['PROD0327'],"['PROD0253', 'PROD0458']",254251
CUST4273,Arta,Hidayanto,Male,46,1978-12-07,Married,Actuary,Banjar,Middle Income,"['PROD0020', 'PROD0366', 'PROD0900', 'PROD0389']","['PROD0055', 'PROD0479', 'PROD0699', 'PROD0715', 'PROD0370', 'PROD0792', 'PROD0371']",4743265
CUST4274,Gina,Agustina,Female,57,1968-04-19,Married,Best boy,Lhokseumawe,Middle Income,['PROD0155'],"['PROD0096', 'PROD0059', 'PROD0255', 'PROD0486', 'PROD0737', 'PROD1043']",1111987
CUST4275,Kamal,Sihotang,Male,22,2003-04-20,Married,Outdoor activities/education manager,Balikpapan,Middle Income,"['PROD0266', 'PROD0617', 'PROD0115']","['PROD0062', 'PROD0879', 'PROD0191', 'PROD0289', 'PROD0662']",1756239
CUST4276,Cici,Wastuti,Female,26,1999-04-10,Single,Sport and exercise psychologist,Bandar Lampung,Middle Income,"['PROD0971', 'PROD0979', 'PROD1026']","['PROD0639', 'PROD0193', 'PROD0866', 'PROD0067', 'PROD0847', 'PROD0129', 'PROD0306']",4842455
CUST4277,Kala,Firgantoro,Male,59,1965-12-07,Married,"Engineer, broadcasting (operations)",Kota Administrasi Jakarta Utara,Middle Income,"['PROD0156', 'PROD0687']","['PROD0607', 'PROD0326', 'PROD0602', 'PROD0490', 'PROD0163', 'PROD0535', 'PROD0872']",1650650
CUST4278,Oliva,Melani,Female,21,2004-01-21,Married,Telecommunications researcher,Kota Administrasi Jakarta Timur,Middle Income,"['PROD0298', 'PROD0021']","['PROD0959', 'PROD0722', 'PROD0210', 'PROD0547', 'PROD0095']",5356708
CUST4279,Wadi,Prayoga,Male,28,1997-05-29,Married,"Administrator, Civil Service",Padangpanjang,Middle Income,"['PROD0944', 'PROD0589', 'PROD0797']","['PROD0992', 'PROD0962', 'PROD0794', 'PROD0484', 'PROD0245', 'PROD0757', 'PROD0876']",1921245
CUST4280,Prayoga,Samosir,Male,30,1994-08-23,Single,Estate agent,Bandar Lampung,Middle Income,['PROD0817'],"['PROD0900', 'PROD0992', 'PROD0367', 'PROD0872', 'PROD0803']",2019367
CUST4281,Maida,Prastuti,Female,60,1965-01-31,Married,Tax inspector,Padang Sidempuan,Middle Income,"['PROD0750', 'PROD0705', 'PROD0516']","['PROD0629', 'PROD0078', 'PROD0863']",4427039
CUST4282,Himawan,Marbun,Male,30,1995-07-30,Married,"Administrator, arts",Binjai,Middle Income,"['PROD0753', 'PROD0507', 'PROD0160', 'PROD0491']","['PROD0141', 'PROD0434']",2803121
CUST4283,Dono,Setiawan,Male,44,1981-03-13,Married,Commercial/residential surveyor,Bitung,Low Income,"['PROD0745', 'PROD0776']","['PROD0687', 'PROD0481', 'PROD0502', 'PROD0444']",562097
CUST4284,Kurnia,Najmudin,Male,41,1984-02-24,Married,Photographer,Bogor,Low Income,['PROD0733'],"['PROD0234', 'PROD0243', 'PROD0356', 'PROD0733', 'PROD0612', 'PROD0326']",492122
CUST4285,Mila,Melani,Female,55,1970-03-14,Married,Marine scientist,Pangkalpinang,Middle Income,"['PROD0567', 'PROD0300']","['PROD1009', 'PROD0651']",5039867
CUST4286,Siti,Anggraini,Female,36,1989-01-22,Single,Pathologist,Meulaboh,Middle Income,"['PROD0737', 'PROD0640', 'PROD0785', 'PROD0294']","['PROD1022', 'PROD0672']",2974319
CUST4287,Saka,Mustofa,Male,38,1987-03-25,Single,"Librarian, public",Cimahi,Low Income,"['PROD0191', 'PROD0120', 'PROD0189', 'PROD0873']","['PROD0590', 'PROD0607', 'PROD0416', 'PROD0508']",639917
CUST4288,Mulyono,Mangunsong,Male,37,1987-10-27,Married,Futures trader,Salatiga,Low Income,['PROD0437'],"['PROD1027', 'PROD0238', 'PROD0157', 'PROD0874', 'PROD0654', 'PROD0826']",282233
CUST4289,Tari,Mulyani,Female,49,1976-03-09,Married,Research scientist (medical),Padangpanjang,High Income,['PROD0029'],"['PROD0321', 'PROD0311', 'PROD1060', 'PROD1059']",13606282
CUST4290,Dono,Prasetya,Male,33,1992-04-28,Married,"Engineer, electronics",Pagaralam,Low Income,"['PROD0289', 'PROD0169', 'PROD0480']","['PROD0160', 'PROD0589', 'PROD0462', 'PROD0869', 'PROD0086', 'PROD0904']",416384
CUST4291,Dimaz,Samosir,Male,46,1978-10-26,Married,"Engineer, manufacturing",Kota Administrasi Jakarta Pusat,Middle Income,['PROD0880'],"['PROD0146', 'PROD0156', 'PROD0602', 'PROD0103']",3506399
CUST4292,Michelle,Purnawati,Female,32,1992-12-29,Married,Youth worker,Surakarta,Middle Income,"['PROD0302', 'PROD0439', 'PROD0185']","['PROD0469', 'PROD0555', 'PROD0906']",1858086
CUST4293,Syahrini,Novitasari,Female,38,1987-08-14,Married,Clinical embryologist,Payakumbuh,Middle Income,"['PROD0155', 'PROD0562']","['PROD0548', 'PROD0547', 'PROD0982']",1602347
CUST4294,Mahesa,Suryono,Male,60,1965-08-03,Married,Paramedic,Padang Sidempuan,High Income,"['PROD0679', 'PROD0200', 'PROD0434', 'PROD0478']","['PROD0650', 'PROD1044']",6709279
CUST4295,Cemplunk,Wahyudin,Male,54,1971-03-26,Married,Research scientist (physical sciences),Singkawang,Middle Income,"['PROD0805', 'PROD0612']","['PROD0410', 'PROD0261', 'PROD0140']",4755095
CUST4296,Okta,Nugroho,Male,41,1983-11-13,Married,Ambulance person,Banjar,Middle Income,"['PROD0410', 'PROD0685']","['PROD0234', 'PROD0047', 'PROD0761', 'PROD0171']",1634402
CUST4297,Asirwada,Samosir,Male,56,1969-04-27,Single,"Engineer, maintenance (IT)",Semarang,Middle Income,"['PROD0416', 'PROD0607', 'PROD0883', 'PROD0876']","['PROD0478', 'PROD0168', 'PROD0612', 'PROD0127', 'PROD0100', 'PROD0320']",3253856
CUST4298,Emin,Prasetya,Male,51,1973-09-20,Married,Patent examiner,Tual,Middle Income,"['PROD0371', 'PROD0299']","['PROD0719', 'PROD0951']",1790575
CUST4299,Laras,Nurdiyanti,Female,51,1974-03-24,Married,Risk analyst,Palu,Middle Income,"['PROD0231', 'PROD0048', 'PROD0620', 'PROD0014']","['PROD0087', 'PROD0231', 'PROD0785', 'PROD0863', 'PROD0237', 'PROD1054']",2106012
CUST4300,Jindra,Thamrin,Male,29,1996-04-27,Single,"Psychologist, counselling",Sorong,Low Income,"['PROD0499', 'PROD0983', 'PROD0188', 'PROD0470']","['PROD0171', 'PROD0526', 'PROD0543', 'PROD0650', 'PROD0806', 'PROD0797']",599909
CUST4301,Harto,Waluyo,Male,58,1967-05-11,Married,Historic buildings inspector/conservation officer,Malang,Middle Income,"['PROD0650', 'PROD0261', 'PROD0341', 'PROD0590']","['PROD0787', 'PROD0587', 'PROD0867', 'PROD0435', 'PROD0427']",1515137
CUST4302,Shania,Rahayu,Female,60,1964-09-24,Married,"Development worker, community",Surabaya,Middle Income,"['PROD0164', 'PROD0561']","['PROD0534', 'PROD0775', 'PROD0620', 'PROD0023']",5602600
CUST4303,Darmanto,Rajasa,Male,52,1972-09-18,Married,Recruitment consultant,Tanjungbalai,Middle Income,"['PROD0655', 'PROD0551']","['PROD0163', 'PROD1031', 'PROD0903']",2651566
CUST4304,Eko,Wasita,Male,54,1970-12-02,Married,Television/film/video producer,Malang,Middle Income,"['PROD0083', 'PROD0794', 'PROD0757', 'PROD0348']","['PROD0287', 'PROD0115', 'PROD0002', 'PROD0869', 'PROD1030', 'PROD0513']",4869944
CUST4305,Saiful,Setiawan,Male,44,1981-05-04,Married,Chief Marketing Officer,Manado,Middle Income,"['PROD0590', 'PROD0776', 'PROD0418']","['PROD1038', 'PROD0166', 'PROD0303', 'PROD1041']",1389356
CUST4306,Saka,Adriansyah,Male,46,1978-09-01,Married,"Surveyor, quantity",Padang Sidempuan,Low Income,"['PROD1033', 'PROD0797']","['PROD0157', 'PROD0909']",262047
CUST4307,Gina,Hariyah,Female,32,1992-12-23,Married,Air cabin crew,Tomohon,Middle Income,"['PROD0779', 'PROD0948']","['PROD0298', 'PROD0949', 'PROD0755', 'PROD0882']",5546139
CUST4308,Ratna,Prastuti,Female,48,1977-08-02,Married,Diplomatic Services operational officer,Gorontalo,Middle Income,['PROD0706'],"['PROD1042', 'PROD0076', 'PROD0743', 'PROD0003', 'PROD0724', 'PROD0432', 'PROD0657']",4350887
CUST4309,Usman,Widodo,Male,45,1979-09-22,Married,Community development worker,Banjarmasin,Middle Income,"['PROD0655', 'PROD1038', 'PROD0052']","['PROD0024', 'PROD0761', 'PROD0535', 'PROD0536']",5642472
CUST4310,Chandra,Waskita,Male,36,1988-08-19,Married,Systems developer,Palopo,Middle Income,['PROD0535'],"['PROD0442', 'PROD0804']",1108668
CUST4311,Mutia,Pudjiastuti,Female,54,1971-03-08,Married,"Therapist, horticultural",Sabang,Low Income,"['PROD0172', 'PROD0943']","['PROD0241', 'PROD0676', 'PROD0308', 'PROD0373']",734818
CUST4312,Wardi,Gunawan,Male,44,1981-06-14,Married,Theatre manager,Palopo,Middle Income,"['PROD0996', 'PROD0952', 'PROD0444']","['PROD0533', 'PROD0472', 'PROD0176', 'PROD0481', 'PROD0395']",3003238
CUST4313,Asman,Santoso,Male,52,1972-12-12,Married,Quality manager,Tanjungbalai,Low Income,['PROD0594'],"['PROD0776', 'PROD0066', 'PROD0243', 'PROD0765', 'PROD0230']",232699
CUST4314,Vanesa,Pratiwi,Female,51,1974-03-20,Married,English as a second language teacher,Palu,Middle Income,"['PROD0865', 'PROD0466', 'PROD0078', 'PROD1013']","['PROD0422', 'PROD0666', 'PROD0734', 'PROD0955', 'PROD0732', 'PROD0271', 'PROD0249']",5007146
CUST4315,Umi,Prastuti,Female,32,1993-01-22,Married,Media buyer,Padang,Low Income,"['PROD0837', 'PROD0609']","['PROD0742', 'PROD0541']",710350
CUST4316,Gasti,Widiastuti,Female,42,1983-01-21,Married,Wellsite geologist,Pontianak,Middle Income,"['PROD0101', 'PROD0538', 'PROD0104']","['PROD0915', 'PROD0913', 'PROD0738', 'PROD0708', 'PROD0068']",4480611
CUST4317,Janet,Prastuti,Female,58,1966-10-14,Married,Ranger/warden,Lubuklinggau,Middle Income,"['PROD0601', 'PROD0591']","['PROD0339', 'PROD0051']",5813570
CUST4318,Rahmat,Budiman,Male,31,1994-01-07,Single,Community pharmacist,Tomohon,Middle Income,['PROD0703'],"['PROD0418', 'PROD0290', 'PROD0905']",1828905
CUST4319,Manah,Saptono,Male,55,1970-08-20,Married,"Runner, broadcasting/film/video",Semarang,Middle Income,['PROD0869'],"['PROD0794', 'PROD0491', 'PROD1025', 'PROD0679']",2553611
CUST4320,Halim,Sihombing,Male,18,2007-05-03,Single,General practice doctor,Yogyakarta,Middle Income,"['PROD1041', 'PROD1045', 'PROD0962']","['PROD0160', 'PROD0307', 'PROD0669', 'PROD0719', 'PROD0251', 'PROD0655', 'PROD0765']",2990501
CUST4321,Belinda,Zulaika,Female,48,1977-07-29,Married,Financial controller,Prabumulih,Low Income,"['PROD0142', 'PROD0149', 'PROD0561']","['PROD0778', 'PROD0519']",556391
CUST4322,Maria,Usada,Female,34,1991-06-12,Married,"Research officer, political party",Tangerang,High Income,"['PROD0198', 'PROD0132']","['PROD0108', 'PROD0078']",8347623
CUST4323,Dalima,Yulianti,Female,53,1971-11-11,Married,Plant breeder/geneticist,Sawahlunto,Low Income,"['PROD0143', 'PROD0362', 'PROD0748', 'PROD0494']","['PROD0412', 'PROD0945', 'PROD0673', 'PROD0101']",885496
CUST4324,Amelia,Wahyuni,Female,32,1993-08-08,Married,Animator,Pariaman,Middle Income,"['PROD0387', 'PROD0038', 'PROD0749']","['PROD0295', 'PROD0531']",1082917
CUST4325,Yosef,Marbun,Male,43,1982-04-16,Married,Fashion designer,Lubuklinggau,High Income,"['PROD0325', 'PROD0103']","['PROD1000', 'PROD0986', 'PROD0703', 'PROD0182']",18701896
CUST4326,Salwa,Utami,Female,58,1966-12-16,Married,Haematologist,Banda Aceh,Middle Income,"['PROD0570', 'PROD1028', 'PROD0050', 'PROD0722']","['PROD1051', 'PROD0332']",2879309
CUST4327,Usyi,Yuniar,Female,31,1994-07-05,Single,"Social research officer, government",Ternate,Low Income,"['PROD0194', 'PROD0800', 'PROD0647', 'PROD0114']","['PROD0174', 'PROD0755']",430196
CUST4328,Nilam,Hasanah,Female,57,1968-05-26,Married,Fish farm manager,Solok,Middle Income,"['PROD0541', 'PROD0330']","['PROD0677', 'PROD0521', 'PROD0155', 'PROD0824', 'PROD0309']",1194516
CUST4329,Harja,Lazuardi,Male,26,1999-04-26,Married,Special effects artist,Binjai,High Income,"['PROD0687', 'PROD0443', 'PROD0617', 'PROD0370']","['PROD0416', 'PROD0646', 'PROD0952', 'PROD0406', 'PROD0166', 'PROD0543', 'PROD0156']",18204260
CUST4330,Almira,Astuti,Female,55,1969-10-13,Married,Information officer,Binjai,Low Income,"['PROD0193', 'PROD0059']","['PROD0769', 'PROD0723']",318569
CUST4331,Adikara,Putra,Male,40,1984-08-31,Married,Newspaper journalist,Pariaman,Middle Income,"['PROD0646', 'PROD0307']","['PROD0039', 'PROD0967', 'PROD0899', 'PROD0496', 'PROD1033', 'PROD0491', 'PROD0584']",1857494
CUST4332,Karsana,Setiawan,Male,28,1997-06-22,Married,"Accountant, chartered management",Semarang,Middle Income,"['PROD0120', 'PROD0209']","['PROD0553', 'PROD0489', 'PROD1033', 'PROD0370', 'PROD0204']",1959690
CUST4333,Tania,Rahmawati,Female,36,1988-12-29,Married,Financial controller,Pontianak,Middle Income,"['PROD0076', 'PROD0731', 'PROD0888']","['PROD0454', 'PROD0946']",5243807
CUST4334,Cawuk,Natsir,Male,28,1996-11-06,Married,Press photographer,Surabaya,Middle Income,"['PROD0900', 'PROD0086', 'PROD0345']","['PROD0326', 'PROD0506', 'PROD0527', 'PROD0900', 'PROD0804']",2819043
CUST4335,Hasna,Riyanti,Female,31,1994-07-17,Single,Information officer,Solok,High Income,"['PROD0648', 'PROD0772', 'PROD0773']","['PROD0183', 'PROD0333', 'PROD0436', 'PROD0296']",10765030
